centroid_x,centroid_y,frame
276.01257,62.35664,0
400.49405,62.68243,0
475.51553,64.03787,0
499.5375,62.820827,0
382.26025,63.322906,0
471.20908,64.20237,0
529.29425,64.37818,0
213.07593,63.58684,0
251.41115,64.06621,0
419.49014,64.5646,0
435.31534,64.00565,0
439.97888,64.25914,0
517.0663,64.041504,0
374.16223,64.85586,0
325.11844,65.72399,0
444.91187,65.77183,0
455.5161,66.11816,0
57.81871,66.32785,0
93.874275,65.76096,0
375.27368,66.4415,0
409.5485,67.63053,0
431.15903,66.385956,0
463.83817,66.492226,0
489.4824,67.06385,0
451.2408,67.96793,0
54.986492,68.03997,0
142.18639,68.149864,0
393.27,68.35208,0
419.0439,68.0736,0
460.37296,68.08062,0
467.34207,68.006294,0
474.6534,68.78144,0
481.12393,68.20622,0
495.70053,67.91805,0
515.86383,68.17592,0
76.49819,68.52643,0
140.93105,68.52874,0
428.6636,69.75652,0
526.95795,68.28401,0
328.08237,69.52679,0
398.41605,70.00845,0
434.90442,70.233795,0
486.30652,69.925446,0
58.45904,70.53614,0
416.40573,70.14722,0
509.9612,69.841606,0
385.2214,71.66601,0
62.343777,71.47822,0
406.95874,71.42382,0
412.66104,71.96287,0
457.54416,71.76573,0
462.71603,71.993385,0
477.39108,71.7553,0
121.48056,71.80024,0
469.8158,72.67018,0
486.79312,72.27908,0
200.81453,72.46676,0
472.86014,73.20078,0
376.45285,73.579926,0
159.3568,74.11303,0
518.93024,74.243095,0
57.109562,74.67187,0
369.84912,74.58253,0
427.12842,75.033295,0
459.17358,75.326485,0
509.33463,74.48219,0
343.80228,75.49422,0
397.64026,75.20513,0
274.77066,75.98005,0
408.7999,76.27839,0
430.8237,76.69671,0
437.31937,77.32572,0
463.6587,76.01774,0
477.4795,76.311646,0
487.33008,75.77479,0
270.8649,76.72236,0
417.75455,77.82076,0
448.46106,77.68734,0
473.7332,76.63761,0
491.7203,77.42365,0
385.51517,77.98629,0
441.38782,77.38206,0
471.09485,77.67972,0
512.215,78.06546,0
278.7347,78.007034,0
481.09995,77.85376,0
484.4314,78.46458,0
427.0996,80.571556,0
456.06876,80.68615,0
476.90366,80.067085,0
497.4335,80.17853,0
433.07816,80.59794,0
451.39328,81.34592,0
488.57007,80.61883,0
493.0485,80.367805,0
505.08484,80.669334,0
274.69357,81.31857,0
280.45413,81.043106,0
391.7935,81.074486,0
422.61963,82.04691,0
461.7861,82.6738,0
466.48157,82.415855,0
290.31253,83.2872,0
419.05246,82.90263,0
448.1263,83.0275,0
5.6856656,83.46655,0
160.96791,83.00964,0
245.0703,83.65328,0
403.67673,83.25845,0
406.3657,83.29333,0
385.39853,84.390755,0
436.70435,84.50632,0
490.7754,83.642914,0
512.93756,83.562386,0
350.89026,84.646805,0
380.25925,84.760254,0
425.74924,84.61906,0
429.45837,84.49816,0
432.5571,84.42594,0
441.55655,85.263664,0
455.90945,84.4813,0
476.80603,85.034294,0
263.7292,85.39039,0
296.00757,85.07603,0
508.50443,85.42571,0
447.9445,86.05801,0
452.31747,85.94317,0
487.70853,85.92005,0
260.15094,87.30835,0
364.9263,86.98441,0
416.0531,86.51556,0
466.48972,87.27613,0
115.48681,87.16781,0
402.77798,88.09319,0
433.1803,88.10184,0
470.28845,88.53183,0
476.95203,88.3095,0
490.53452,89.0416,0
264.30807,88.46637,0
406.6981,88.73611,0
459.2655,89.058464,0
481.87756,89.245056,0
484.64697,89.35497,0
151.72704,89.94506,0
377.39664,90.456795,0
444.31808,89.81486,0
453.1526,89.89633,0
463.31424,89.904175,0
473.76035,89.46994,0
231.25458,90.538246,0
258.15485,89.917534,0
261.01077,89.85378,0
338.8464,90.53622,0
342.8413,90.50352,0
327.25003,91.53949,0
392.5587,91.73484,0
484.2699,91.41903,0
418.93063,92.382866,0
466.11832,92.47461,0
470.85852,92.33515,0
457.92984,93.02042,0
477.8555,93.46973,0
498.1309,92.98179,0
73.37499,93.8106,0
84.92449,93.35853,0
360.68143,92.91192,0
403.51865,93.7944,0
426.54733,94.08051,0
460.56284,93.30972,0
89.16849,94.31431,0
199.42815,94.16558,0
355.86667,93.99641,0
433.81888,94.20315,0
496.07556,94.51214,0
148.56923,94.90626,0
481.75894,95.84551,0
491.9088,94.189545,0
502.39783,94.775,0
203.5995,95.46756,0
422.1025,95.591515,0
75.5788,95.84597,0
125.0967,96.1737,0
197.6639,95.953636,0
370.69925,95.76459,0
412.0549,96.05575,0
86.75473,97.19839,0
417.04248,97.83337,0
469.46875,97.22739,0
446.03555,98.36562,0
458.1,98.58106,0
170.53369,3.084832,1
444.62198,3.5712354,1
391.63998,4.250303,1
407.03772,3.3891022,1
457.66782,4.08448,1
477.30228,4.565396,1
40.401314,4.3508816,1
282.38956,4.864794,1
353.2109,4.785766,1
385.89502,4.5696573,1
415.55615,4.7671366,1
434.7065,5.0777497,1
441.85144,4.8066096,1
484.74326,4.598845,1
489.8369,5.8605576,1
461.66187,6.4919686,1
462.93912,6.4967675,1
468.87866,7.1690445,1
482.18103,6.719917,1
409.0851,8.101108,1
414.6282,8.285401,1
423.37985,7.5554543,1
389.3766,8.311065,1
393.50858,8.049184,1
418.39005,7.811458,1
475.71927,8.445281,1
381.656,8.446702,1
445.44467,9.417558,1
487.0857,8.684111,1
366.62534,9.434914,1
455.43442,9.847483,1
178.61958,11.1403475,1
427.73648,10.264529,1
458.41306,9.86534,1
477.97412,10.201133,1
413.3799,11.259801,1
473.19592,10.841886,1
494.10046,10.663047,1
352.7836,12.039452,1
396.11697,11.939618,1
435.0596,11.16409,1
462.97134,11.983308,1
369.18515,11.930297,1
399.4932,12.02531,1
403.8334,12.22514,1
417.69022,11.841274,1
442.64417,13.345046,1
449.41074,12.664921,1
219.89325,14.280824,1
391.78113,13.471902,1
218.4712,13.849773,1
387.7224,13.896775,1
459.98776,13.998447,1
468.7495,14.889251,1
472.25693,13.793137,1
477.66672,14.797466,1
490.3586,14.464795,1
498.10287,14.693004,1
428.13907,15.206039,1
486.08432,15.168529,1
494.78983,15.065978,1
180.81502,15.761443,1
436.5847,16.34221,1
43.831676,16.033957,1
463.77158,16.94727,1
103.831276,16.802267,1
394.5239,17.350351,1
403.5026,17.236368,1
454.36267,16.421247,1
449.24585,18.408422,1
473.54562,18.45669,1
8.644009,17.96463,1
409.95703,19.068111,1
424.98685,18.316883,1
491.3331,18.228151,1
183.7274,19.151306,1
336.36996,19.077356,1
376.56863,19.294134,1
417.58487,19.1039,1
443.13962,18.386381,1
469.03662,19.37936,1
501.98843,19.248095,1
367.9419,19.847698,1
440.09518,20.221863,1
484.9501,19.946331,1
496.50278,19.583197,1
41.725597,20.038778,1
92.13662,20.220188,1
180.73601,20.210836,1
223.4403,20.252722,1
428.7899,20.401453,1
462.45865,20.522692,1
488.5874,21.180077,1
325.76688,20.465769,1
391.0923,21.740997,1
422.23978,21.331293,1
454.05875,21.220722,1
481.23877,20.5842,1
413.48276,21.417833,1
476.36838,22.222574,1
133.68729,22.982216,1
334.70096,22.219389,1
336.2319,21.833618,1
372.057,22.06122,1
406.77597,22.290327,1
472.54123,22.296198,1
112.6381,23.326561,1
179.39813,22.795786,1
184.99353,22.566275,1
426.5796,23.462626,1
444.24973,22.88766,1
493.06567,23.443274,1
505.12378,22.670767,1
220.15913,23.630568,1
363.13327,23.210123,1
463.10342,23.559572,1
467.6638,24.444595,1
142.38174,24.585808,1
182.83734,23.978964,1
222.62938,24.001663,1
243.11676,23.921448,1
458.84875,24.87644,1
484.84372,24.64128,1
431.71875,24.824684,1
457.1644,25.11255,1
501.80948,24.878382,1
154.38275,25.454138,1
408.72098,25.256708,1
417.57004,25.767714,1
452.11145,26.302576,1
481.0277,25.267431,1
498.5895,25.554092,1
509.05176,26.26185,1
152.8061,26.176744,1
333.06046,26.372627,1
348.66098,26.246468,1
372.33887,25.68097,1
441.0416,26.175756,1
473.99026,26.59368,1
397.04398,26.808777,1
405.5153,27.960085,1
421.80368,27.623026,1
489.9595,27.116896,1
495.09897,27.536116,1
392.65576,27.570532,1
177.20435,27.64943,1
222.96254,27.937662,1
437.00613,28.389603,1
477.76035,27.624453,1
504.78943,28.946672,1
382.39914,28.940989,1
464.48514,29.37098,1
472.50504,28.495157,1
500.375,29.187777,1
37.29504,29.447493,1
162.12279,29.258436,1
409.64255,29.94532,1
444.37393,29.662651,1
459.36804,30.124743,1
21.212843,29.989883,1
356.80798,30.396578,1
418.76392,30.169662,1
426.77176,30.227312,1
415.6174,31.039352,1
481.676,31.29312,1
508.64868,31.510778,1
512.81976,30.736517,1
265.2789,31.631723,1
402.52994,31.250628,1
469.50916,32.199165,1
496.2454,31.683746,1
216.36647,32.012337,1
326.24136,32.58066,1
386.548,32.695286,1
398.88174,31.4057,1
406.7111,32.12077,1
478.09692,32.07456,1
412.65308,33.32139,1
433.04578,33.480473,1
450.06955,32.687,1
466.59995,33.293156,1
473.6981,33.10944,1
500.25034,33.164227,1
503.72864,32.86385,1
22.258009,33.124702,1
128.33311,33.627956,1
429.14648,33.295113,1
391.63498,33.796696,1
462.9315,33.900707,1
485.83163,33.744694,1
515.5937,34.574505,1
61.008408,34.257748,1
132.30627,34.97876,1
232.4882,34.83689,1
438.0546,35.55392,1
492.72375,35.19173,1
510.76575,35.586494,1
416.7295,35.55679,1
446.91165,36.52743,1
482.38162,35.135616,1
517.9626,35.56113,1
496.70004,35.72894,1
235.05922,36.624104,1
395.41647,37.070057,1
407.7495,36.560787,1
430.98276,37.090057,1
442.33487,37.22294,1
458.78052,36.93499,1
469.91785,36.655125,1
339.025,37.25392,1
428.66772,37.386387,1
465.1163,37.398804,1
129.56516,38.11288,1
125.96888,39.25896,1
293.81873,38.26492,1
305.2153,38.969536,1
385.61722,38.803307,1
424.78308,40.14041,1
507.55118,38.117115,1
519.92584,38.771397,1
419.35522,39.47323,1
438.4719,39.19072,1
457.73807,39.36988,1
493.98044,40.81537,1
301.72238,40.102528,1
422.5471,40.26021,1
432.9668,40.06581,1
474.48618,40.10188,1
498.1788,40.002018,1
404.05005,41.202465,1
443.67227,41.512142,1
511.5267,40.989223,1
523.2536,41.51611,1
466.35092,41.544765,1
478.35275,41.698757,1
479.94156,41.736317,1
516.17694,41.201794,1
131.66472,42.123062,1
241.8041,41.80452,1
394.27042,41.86744,1
408.05408,42.430405,1
454.8837,42.44944,1
489.83072,42.439953,1
40.37975,42.867634,1
389.5548,44.02121,1
415.7684,43.1418,1
436.08594,43.423084,1
459.43958,43.755756,1
508.19272,43.524784,1
168.60008,43.40199,1
304.74908,43.05994,1
183.31769,43.563187,1
379.07666,44.04613,1
404.64648,44.44186,1
448.24844,44.625347,1
463.1594,43.951916,1
497.96292,44.150955,1
245.22575,44.650253,1
495.17093,45.563442,1
526.3406,45.294907,1
514.6525,45.416904,1
241.03815,46.160263,1
396.27747,46.405674,1
431.7137,46.17516,1
424.86325,47.2258,1
429.3533,47.186535,1
437.49808,47.397446,1
478.13644,46.512177,1
481.81064,46.264668,1
131.66103,47.309216,1
276.42657,47.51198,1
383.1643,48.17242,1
279.5995,48.23047,1
458.8909,48.74458,1
464.82285,48.494022,1
506.46948,48.982258,1
530.33624,47.63103,1
522.2509,49.312237,1
13.226379,49.098743,1
365.73465,49.34383,1
452.6708,49.66753,1
485.76157,49.454624,1
512.6067,50.58774,1
418.4137,50.560394,1
434.1847,50.37549,1
493.2236,49.95222,1
518.047,50.910755,1
71.63186,50.39974,1
426.33456,50.993317,1
439.84714,51.10433,1
470.9584,50.986603,1
481.89584,50.779354,1
120.586555,51.08164,1
273.45407,51.24378,1
394.5514,52.24028,1
479.20004,51.281097,1
177.61143,52.346256,1
276.25565,52.70091,1
465.28482,51.731262,1
476.3463,51.91861,1
154.89708,52.85704,1
282.50424,52.70322,1
409.3267,52.978985,1
444.21924,52.625122,1
488.99097,52.784626,1
502.3003,52.394596,1
352.8053,53.089252,1
414.29358,54.189236,1
180.79974,53.98888,1
264.2007,55.047,1
280.6432,53.853607,1
405.73828,54.66151,1
507.1106,54.458115,1
223.57411,54.405025,1
439.45468,55.42267,1
453.8876,55.359837,1
469.75168,54.26004,1
473.90213,55.384113,1
493.577,55.244312,1
489.20837,55.338856,1
503.35263,55.71843,1
520.2205,55.093124,1
484.07727,56.468006,1
394.31064,57.317093,1
434.9004,57.503414,1
444.09415,56.793568,1
458.98117,56.79875,1
466.00278,57.145462,1
143.47215,57.96817,1
412.47574,57.5188,1
417.22086,57.852695,1
422.08725,58.808277,1
265.19476,57.74561,1
389.70105,58.094944,1
509.39297,57.708447,1
397.27792,59.179775,1
472.43115,58.462143,1
505.02576,59.72252,1
442.1425,60.129314,1
446.46463,59.231525,1
492.9692,60.602856,1
501.7412,59.596157,1
524.4657,59.70944,1
427.1309,60.55885,1
20.060503,60.927135,1
143.26721,60.18849,1
403.4028,60.61096,1
485.40677,60.349426,1
512.72906,60.862137,1
399.47946,61.128674,1
478.30502,61.721867,1
138.63368,62.901413,1
250.04515,62.27728,1
253.41266,62.24278,1
385.9402,61.593655,1
413.7466,63.078613,1
433.59595,61.932632,1
452.9205,62.254177,1
463.3392,62.431854,1
530.86426,62.873104,1
442.08633,63.209293,1
508.39392,63.90389,1
521.8444,62.578613,1
277.1677,63.160862,1
427.79175,64.61667,1
447.7441,63.65767,1
458.08133,63.83028,1
500.1075,63.317444,1
325.53876,63.721767,1
382.4432,63.656097,1
418.5353,64.976555,1
423.64023,64.49244,1
525.8252,64.134445,1
95.51178,64.8865,1
212.8502,64.17784,1
436.51917,64.77913,1
371.24344,65.10117,1
399.11807,65.49507,1
488.77182,65.48177,1
57.850418,66.403564,1
375.04776,66.23991,1
408.76465,67.41508,1
463.40952,65.92367,1
422.70895,66.77491,1
443.47888,66.46709,1
390.03537,67.54081,1
451.56955,67.52973,1
494.5743,66.74626,1
528.18726,67.52169,1
55.116703,67.99028,1
328.75604,68.73342,1
431.08304,68.081,1
467.35828,68.874916,1
76.63948,68.39116,1
140.89934,68.39227,1
372.0305,68.30607,1
426.80637,68.24835,1
460.14786,68.66494,1
481.41586,68.66184,1
418.9491,69.381584,1
474.24472,69.88018,1
509.26285,69.258156,1
515.2144,69.35716,1
58.540752,70.515816,1
435.55237,70.96522,1
444.88327,70.825935,1
463.21402,70.863815,1
511.92032,71.03287,1
62.423885,71.434105,1
396.28513,71.98414,1
406.84082,71.54673,1
477.75735,71.937904,1
121.46179,71.93249,1
372.3042,73.46702,1
384.26126,73.02158,1
485.81055,72.836464,1
55.246655,72.64388,1
160.34386,72.54314,1
417.36157,73.347176,1
460.0231,74.479904,1
470.54672,74.073784,1
515.14935,74.32456,1
427.60242,74.73055,1
465.69485,74.43494,1
520.16986,73.7919,1
205.5824,74.56526,1
510.49963,74.93616,1
57.29544,75.11379,1
274.5738,75.59707,1
397.27283,75.00409,1
412.97458,75.686134,1
430.8639,75.219826,1
270.6464,76.28952,1
379.0812,75.68967,1
408.1953,76.00818,1
438.88794,76.790504,1
442.83823,76.63866,1
453.48227,77.86944,1
343.6653,76.21289,1
447.4801,76.28747,1
488.56784,77.435814,1
278.64865,77.79286,1
418.3179,78.381004,1
476.00058,77.67416,1
385.92566,79.21693,1
435.2261,79.113785,1
273.42532,78.413765,1
458.58813,79.12469,1
470.7456,78.36663,1
483.08188,79.221,1
498.98193,78.84116,1
429.5858,80.71865,1
493.6251,79.67379,1
409.69296,80.97604,1
443.8374,80.23846,1
465.60184,80.50243,1
510.05762,80.45939,1
246.88727,80.76192,1
280.92233,80.847206,1
287.06345,81.952675,1
449.04504,82.10173,1
454.29794,81.0404,1
505.0734,80.73184,1
165.30501,81.48887,1
278.29105,81.09333,1
487.5634,81.83197,1
490.65012,81.14585,1
440.381,82.31801,1
477.6726,82.40568,1
418.85135,82.80688,1
423.0001,82.73203,1
436.06436,84.45208,1
498.80215,82.81841,1
513.69135,82.96367,1
5.328312,83.16665,1
390.6527,83.59521,1
406.28586,83.04342,1
350.4584,84.43794,1
414.26553,84.397545,1
430.0776,84.311485,1
431.7731,84.27761,1
493.49594,84.26522,1
116.58016,84.851295,1
385.25302,84.60973,1
456.6669,84.63542,1
509.58054,85.12014,1
263.69577,85.30169,1
277.782,84.87265,1
295.68338,85.50245,1
380.1201,84.67039,1
426.78268,85.75541,1
441.8212,85.39036,1
489.27548,85.12005,1
452.75186,86.886314,1
260.2044,87.354645,1
477.11423,87.8301,1
446.82083,87.13449,1
336.42313,88.39698,1
404.05103,88.13659,1
417.3496,88.10915,1
469.92957,88.29821,1
481.6455,88.1204,1
484.84164,88.55496,1
264.2986,88.39755,1
394.8672,88.428474,1
432.4592,88.667046,1
490.4916,88.88775,1
508.02853,89.32967,1
151.5725,89.80481,1
324.4693,89.11039,1
233.1696,90.74097,1
258.16864,89.90371,1
261.06857,89.85217,1
356.9994,90.34519,1
375.5446,91.006615,1
462.6694,89.83572,1
342.5002,90.44406,1
365.54086,90.63157,1
484.2769,90.380714,1
444.46057,91.195465,1
454.97043,91.31793,1
473.70963,91.41471,1
422.92477,93.22452,1
466.8672,91.937386,1
470.30063,91.94675,1
479.38315,93.621704,1
357.91275,92.66528,1
73.23781,93.770226,1
84.90981,93.28991,1
436.3225,93.68595,1
89.20986,94.23142,1
199.24904,94.23776,1
387.26047,94.24622,1
462.70682,94.05471,1
483.02597,94.39112,1
491.79697,93.71997,1
496.25626,94.84723,1
148.53441,94.66141,1
203.52582,95.484955,1
404.52722,95.96112,1
500.98364,95.662056,1
75.4645,95.6715,1
86.702934,97.12817,1
126.75396,96.503105,1
393.73636,97.97268,1
398.09518,97.51299,1
417.9431,97.48086,1
429.00534,96.89631,1
446.72195,98.151085,1
469.52722,3.112259,2
40.36599,4.416297,2
391.21814,3.7341201,2
406.60144,3.9973443,2
477.30038,5.205235,2
489.22412,4.896456,2
282.45288,4.858748,2
355.43784,4.509903,2
361.29733,4.2014623,2
367.92386,4.946119,2
442.37003,4.656355,2
448.38284,4.1471744,2
461.88492,5.963819,2
415.91904,5.560164,2
456.12302,5.833381,2
472.35342,5.295223,2
386.23108,5.6477447,2
419.7362,6.4106727,2
482.62967,6.9630775,2
393.46802,7.2578263,2
451.67117,6.692238,2
469.22742,7.329706,2
409.12866,7.482799,2
413.06607,7.623537,2
389.9009,8.679619,2
398.21924,8.737729,2
423.12784,8.212122,2
356.72437,9.744477,2
364.66635,8.691892,2
428.89352,10.130052,2
458.44785,8.533082,2
475.9297,8.528538,2
178.48457,11.061242,2
455.15063,10.446765,2
466.104,9.943806,2
418.69055,10.46621,2
452.41324,10.690455,2
462.31262,11.70814,2
494.92007,11.165596,2
386.08972,11.429738,2
487.5619,12.084106,2
449.05905,12.581757,2
459.8044,12.353416,2
434.59708,12.526622,2
481.9718,12.794026,2
218.56483,13.54012,2
219.75294,14.026524,2
477.0155,14.005572,2
365.96924,14.362583,2
404.10303,13.956902,2
441.51025,14.422605,2
498.30872,14.595828,2
428.0902,15.320084,2
180.55975,15.676254,2
390.86252,15.338337,2
446.04434,15.766057,2
456.50577,16.302471,2
490.47153,15.543653,2
495.15103,15.492049,2
43.86832,16.113493,2
426.51138,16.382446,2
453.74667,16.549871,2
403.04187,16.765202,2
463.36307,16.853346,2
473.3937,18.148775,2
479.5618,17.219149,2
93.92257,17.303217,2
102.995476,17.741793,2
371.19467,18.0531,2
